date,stock_code,broker_name,broker_id,buy_vol,sell_vol,net_vol,pct,rank,side
8/27,2618,台灣摩根士丹利,1470,2974,2803,171,0.69,10,buy
8/27,2618,凱基-大安,9291,0,201,-201,0.81,10,sell
8/27,2618,統一-敦南,5852,140,1,139,0.56,11,buy
8/27,2618,國票-南京,003700370039006e,0,150,-150,0.6,11,sell
8/27,2618,永豐金證券,0039004100300030,214,87,127,0.51,12,buy
8/27,2618,第一金-桃園,5385,2,147,-145,0.58,12,sell
8/27,2618,(牛牛牛)亞-鑫豐,0036003000310064,140,29,111,0.45,13,buy
8/27,2618,富邦-陽明,9604,18,128,-110,0.44,13,sell
8/27,2618,國泰-忠孝,8887,100,0,100,0.4,14,buy
8/27,2618,群益金鼎-新莊,0039003100380047,2,101,-99,0.4,14,sell
8/27,2618,群益金鼎-土城,003900310033004e,78,1,77,0.31,15,buy
8/27,2618,中國信託-忠孝,6162,2,98,-96,0.39,15,sell
8/27,3037,新加坡商瑞銀,1650,2248,965,1283,5.34,1,buy
8/27,3037,美商高盛,1480,741,1848,-1107,4.61,1,sell
8/27,3037,元大-土城永寧,9875,588,12,576,2.4,2,buy
8/27,3037,台灣摩根士丹利,1470,471,1483,-1012,4.21,2,sell
8/27,3037,花旗環球,1590,807,337,470,1.96,3,buy
8/27,3037,富邦-新店,9661,45,1009,-964,4.01,3,sell
8/27,3037,富邦證券,9600,665,197,468,1.95,4,buy
8/27,3037,元大證券,9800,2226,2707,-481,2.0,4,sell
8/27,3037,永豐金-匯立,0039004100380031,454,38,416,1.73,5,buy
8/27,3037,摩根大通,8440,508,900,-392,1.63,5,sell
8/27,3037,永豐金證券,0039004100300030,477,222,255,1.06,6,buy
8/27,3037,港商野村,1560,138,529,-391,1.63,6,sell
8/27,3037,永豐金-萬盛,0039004100390032,226,15,211,0.88,7,buy
8/27,3037,凱基-台北,9268,993,1152,-159,0.66,7,sell
8/27,3037,美林,1440,761,575,186,0.77,8,buy
8/27,3037,凱基-竹科,9272,13,122,-109,0.45,8,sell
8/27,3037,國泰證券,8880,262,82,180,0.75,9,buy
8/27,3037,華南永昌-世貿,9334,3,106,-103,0.43,9,sell
8/27,3037,群益金鼎,9100,298,117,181,0.75,10,buy
8/27,3037,國票-敦北法人,0037003700390063,19,117,-98,0.41,10,sell
8/27,3037,群益金鼎-三民,9188,141,4,137,0.57,11,buy
8/27,3037,凱基-站前,0039003200300046,44,95,-51,0.21,11,sell
8/27,3037,統一,5850,144,32,112,0.47,12,buy
8/27,3037,(牛牛牛)亞-鑫豐,0036003000310064,11,60,-49,0.2,12,sell
8/27,3037,凱基,9200,120,31,89,0.37,13,buy
8/27,3037,永豐金-虎尾,0039004100390062,1,49,-48,0.2,13,sell
8/27,3037,富邦-台南,9667,104,19,85,0.35,14,buy
8/27,3037,元大-仁愛,003900380033006a,8,53,-45,0.19,14,sell
8/27,3037,富邦-台北,9623,116,59,57,0.24,15,buy
8/27,3037,統一-竹南,003500380035006d,2,45,-43,0.18,15,sell
8/27,2345,摩根大通,8440,257,79,178,7.19,1,buy
8/27,2345,美商高盛,1480,89,306,-217,8.77,1,sell
8/27,2345,富邦證券,9600,179,10,169,6.83,2,buy
8/27,2345,台灣摩根士丹利,1470,207,351,-144,5.82,2,sell
8/27,2345,新加坡商瑞銀,1650,212,116,96,3.88,3,buy
8/27,2345,宏遠證券,1260,2,137,-135,5.46,3,sell
8/27,2345,統一,5850,88,5,83,3.35,4,buy
8/27,2345,台新,0039004200300030,11,110,-99,4.0,4,sell
8/27,2345,永豐金-匯立,0039004100380031,79,1,78,3.15,5,buy
8/27,2345,永豐金證券,0039004100300030,20,99,-79,3.19,5,sell
8/27,2345,元大-崇德,0039003800310053,77,0,77,3.11,6,buy
8/27,2345,花旗環球,1590,37,72,-35,1.41,6,sell
8/27,2345,國泰證券,8880,43,2,41,1.66,7,buy
8/27,2345,元大證券,9800,211,236,-25,1.01,7,sell
8/27,2345,兆豐證券,7000,46,6,40,1.62,8,buy
8/27,2345,港商野村,1560,16,36,-20,0.81,8,sell
8/27,2345,群益金鼎,9100,74,36,38,1.54,9,buy
8/27,2345,台新-城東,0039004200320072,0,19,-19,0.77,9,sell
8/27,2345,玉山證券,8840,18,2,16,0.65,10,buy
8/27,2345,統一-敦南,5852,0,18,-18,0.73,10,sell
8/27,2345,凱基,9200,18,7,11,0.44,11,buy
8/27,2345,美林,1440,38,52,-14,0.57,11,sell
8/27,2345,香港上海匯豐,8960,9,0,9,0.36,12,buy
8/27,2345,大和國泰,8890,0,11,-11,0.44,12,sell
8/27,2345,中國信託,6160,12,4,8,0.32,13,buy
8/27,2345,凱基-台北,9268,100,110,-10,0.4,13,sell
8/27,2345,永豐金-敦南,0039004100380046,9,3,6,0.24,14,buy
8/27,2345,凱基-站前,0039003200300046,5,15,-10,0.4,14,sell
8/27,2345,富邦-建國,9658,9,3,6,0.24,15,buy
8/27,2345,富邦-三重,9677,2,11,-9,0.36,15,sell
8/27,3006,摩根大通,8440,958,388,570,4.05,1,buy
8/27,3006,群益金鼎-忠孝,0039003100380057,1,448,-447,3.18,1,sell
8/27,3006,元大證券,9800,1602,1152,450,3.2,2,buy
8/27,3006,台灣摩根士丹利,1470,58,373,-315,2.24,2,sell
8/27,3006,永豐金證券,0039004100300030,380,160,220,1.56,3,buy
8/27,3006,兆豐-民生,0037003000300063,1,270,-269,1.91,3,sell
8/27,3006,富邦-陽明,9604,217,21,196,1.39,4,buy
8/27,3006,凱基-台北,9268,757,1010,-253,1.8,4,sell
8/27,3006,港商野村,1560,603,456,147,1.04,5,buy
8/27,3006,富邦-新店,9661,21,259,-238,1.69,5,sell
8/27,3006,新加坡商瑞銀,1650,465,330,135,0.96,6,buy
8/27,3006,統一,5850,114,323,-209,1.49,6,sell
8/27,3006,美林,1440,248,116,132,0.94,7,buy
8/27,3006,美商高盛,1480,5,104,-99,0.7,7,sell
8/27,3006,新百王,6210,106,2,104,0.74,8,buy
8/27,3006,統一-城中,5854,2,61,-59,0.42,8,sell
8/27,3006,台新-建北,0039004200310038,115,25,90,0.64,9,buy
8/27,3006,凱基-竹科,9272,14,72,-58,0.41,9,sell
8/27,3006,港商麥格理,1360,75,0,75,0.53,10,buy
8/27,3006,第一金-自由,0035003300380045,21,73,-52,0.37,10,sell
8/27,3006,元大-頭份,0039003800330055,265,204,61,0.43,11,buy
8/27,3006,新光,8560,47,94,-47,0.33,11,sell
8/27,3006,永豐金-中正,0039004100390055,65,6,59,0.42,12,buy
8/27,3006,兆豐-南門,0037003000300067,18,61,-43,0.31,12,sell
8/27,3006,富邦-羅東,9634,60,10,50,0.36,13,buy
8/27,3006,元大-大同,0039003800390047,18,54,-36,0.26,13,sell
8/27,3006,華南永昌-桃園,9352,52,4,48,0.34,14,buy
8/27,3006,統一-台中,5856,2,36,-34,0.24,14,sell
8/27,3006,聯邦證券,8580,70,25,45,0.32,15,buy
8/27,3006,永豐金-員林,0039004100390043,8,39,-31,0.22,15,sell
8/27,2379,美商高盛,1480,151,40,111,5.85,1,buy
8/27,2379,台灣摩根士丹利,1470,363,555,-192,10.12,1,sell
8/27,2379,凱基-台北,9268,167,86,81,4.27,2,buy
8/27,2379,永豐金-匯立,0039004100380031,0,89,-89,4.69,2,sell
8/27,2379,永豐金證券,0039004100300030,78,8,70,3.69,3,buy
8/27,2379,港商野村,1560,0,82,-82,4.32,3,sell
8/27,2379,新加坡商瑞銀,1650,107,37,70,3.69,4,buy
8/27,2379,美林,1440,50,106,-56,2.95,4,sell
8/27,2379,花旗環球,1590,89,38,51,2.69,5,buy
8/27,2379,台新,0039004200300030,4,19,-15,0.79,5,sell
8/27,2379,兆豐證券,7000,44,0,44,2.32,6,buy
8/27,2379,摩根大通,8440,89,101,-12,0.63,6,sell
8/27,2379,中國信託,6160,24,4,20,1.05,7,buy
8/27,2379,康和-台中,8455,0,10,-10,0.53,7,sell
8/27,2379,土銀,1030,17,0,17,0.9,8,buy
8/27,2379,國泰-台中,8882,1,10,-9,0.47,8,sell
8/27,2379,第一金-台中,5382,12,0,12,0.63,9,buy
8/27,2379,元大-四維,9831,0,7,-7,0.37,9,sell
8/27,2379,華南永昌-中正,9359,12,1,11,0.58,10,buy
8/27,2379,凱基-科園,9254,0,7,-7,0.37,10,sell
8/27,2379,華南永昌-林口,9317,13,4,9,0.47,11,buy
8/27,2379,法銀巴黎,8900,0,7,-7,0.37,11,sell
8/27,2379,富邦證券,9600,25,16,9,0.47,12,buy
8/27,2379,國泰-板橋,003800380038004b,5,11,-6,0.32,12,sell
8/27,2379,永豐金-中正,0039004100390055,12,4,8,0.42,13,buy
8/27,2379,台灣企銀-埔墘,0031003100310047,0,6,-6,0.32,13,sell
8/27,2379,新光,8560,13,5,8,0.42,14,buy
8/27,2379,國票-彰化,0037003700390057,0,6,-6,0.32,14,sell
8/27,2379,香港上海匯豐,8960,11,6,5,0.26,15,buy
8/27,2379,永豐金-三重,003900410039004b,6,12,-6,0.32,15,sell
8/27,3034,台灣摩根士丹利,1470,502,120,382,11.37,1,buy
8/27,3034,港商野村,1560,31,918,-887,26.39,1,sell
8/27,3034,凱基-台北,9268,522,140,382,11.37,2,buy
8/27,3034,摩根大通,8440,127,236,-109,3.24,2,sell
8/27,3034,美商高盛,1480,322,119,203,6.04,3,buy
8/27,3034,美林,1440,221,315,-94,2.8,3,sell
8/27,3034,新加坡商瑞銀,1650,284,125,159,4.73,4,buy
8/27,3034,永豐金-匯立,0039004100380031,32,84,-52,1.55,4,sell
8/27,3034,法銀巴黎,8900,68,0,68,2.02,5,buy
8/27,3034,富邦證券,9600,1,50,-49,1.46,5,sell
8/27,3034,元大證券,9800,161,121,40,1.19,6,buy
8/27,3034,花旗環球,1590,65,106,-41,1.22,6,sell
8/27,3034,港商麥格理,1360,35,8,27,0.8,7,buy
8/27,3034,兆豐證券,7000,0,40,-40,1.19,7,sell
8/27,3034,凱基-內埔,9225,22,0,22,0.65,8,buy
8/27,3034,新光,8560,13,31,-18,0.54,8,sell
8/27,3034,元大-中山北路,0039003800300061,21,0,21,0.62,9,buy
8/27,3034,凱基,9200,1,16,-15,0.45,9,sell
8/27,3034,群益金鼎,9100,44,24,20,0.6,10,buy
8/27,3034,台新-松德,0039004200320061,4,15,-11,0.33,10,sell
8/27,3034,元大-金華,9878,14,1,13,0.39,11,buy
8/27,3034,富邦-台北,9623,3,13,-10,0.3,11,sell
8/27,3034,台新-中港,0039004200320069,12,0,12,0.36,12,buy
8/27,3034,元大-成功,003900380039004c,1,10,-9,0.27,12,sell
8/27,3034,玉山-雙和,8841,19,8,11,0.33,13,buy
8/27,3034,元大-新竹經國,9859,3,12,-9,0.27,13,sell
8/27,3034,永全-南崁,6451,11,0,11,0.33,14,buy
8/27,3034,中國信託-永康,6163,0,8,-8,0.24,14,sell
8/27,3034,統一-城中,5854,10,0,10,0.3,15,buy
8/27,3034,永豐金-亞灣,0039004100390061,0,8,-8,0.24,15,sell
8/27,2412,中國信託,6160,603,1,602,7.68,1,buy
8/27,2412,康和,8450,0,800,-800,10.2,1,sell
8/27,2412,美商高盛,1480,702,402,300,3.83,2,buy
8/27,2412,美林,1440,184,944,-760,9.69,2,sell
8/27,2412,第一金-澎湖,5387,111,0,111,1.42,3,buy
8/27,2412,摩根大通,8440,89,771,-682,8.7,3,sell
8/27,2412,港商麥格理,1360,100,0,100,1.28,4,buy
8/27,2412,新加坡商瑞銀,1650,40,603,-563,7.18,4,sell
8/27,2412,新光,8560,103,5,98,1.25,5,buy
8/27,2412,台灣摩根士丹利,1470,147,598,-451,5.75,5,sell
8/27,2412,凱基-台北,9268,633,544,89,1.13,6,buy
8/27,2412,台新,0039004200300030,20,217,-197,2.51,6,sell
8/27,2412,港商野村,1560,89,0,89,1.13,7,buy
8/27,2412,國票-新莊,0037003700390047,1,150,-149,1.9,7,sell
8/27,2412,永豐金證券,0039004100300030,84,4,80,1.02,8,buy
8/27,2412,永豐金-內湖,0039004100390067,1,66,-65,0.83,8,sell
8/27,2412,玉山證券,8840,77,1,76,0.97,9,buy
8/27,2412,台灣企銀-岡山,1119,0,22,-22,0.28,9,sell
8/27,2412,中國信託-忠孝,6162,56,0,56,0.71,10,buy
8/27,2412,台新-五權西,0039004200320035,0,20,-20,0.26,10,sell
8/27,2412,國泰-敦南,8888,76,23,53,0.68,11,buy
8/27,2412,富邦-竹科,0039003600320043,1,20,-19,0.24,11,sell
8/27,2412,合庫-彰化,1028,50,0,50,0.64,12,buy
8/27,2412,玉山-嘉義,8848,2,21,-19,0.24,12,sell
8/27,2412,永豐金-永康,0039004100390063,88,40,48,0.61,13,buy
8/27,2412,永豐金-高雄,0039004100390065,4,21,-17,0.22,13,sell
8/27,2412,凱基,9200,46,0,46,0.59,14,buy
8/27,2412,新光-高雄,8562,165,181,-16,0.2,14,sell
8/27,2412,元大-新莊,9898,47,2,45,0.57,15,buy
8/27,2412,第一金-員林,5381,0,10,-10,0.13,15,sell
